"order_date";"market";"target_profit"
"2013-10-24";"APAC";529
"2013-10-25";"APAC";55
"2013-10-26";"APAC";48
"2013-10-27";"APAC";224
"2013-10-28";"APAC";2786
"2013-10-29";"APAC";1508
"2013-10-30";"APAC";380
"2013-10-31";"APAC";904
"2013-11-1";"APAC";2227
"2013-11-2";"APAC";43
"2013-11-3";"APAC";38
"2013-11-4";"APAC";825
"2013-11-5";"APAC";738
"2013-11-6";"APAC";38
"2013-11-7";"APAC";2251
"2013-11-8";"APAC";550
"2013-11-9";"APAC";77
"2013-11-10";"APAC";36
"2013-11-11";"APAC";910
"2013-11-12";"APAC";141
"2013-11-13";"APAC";118
"2013-11-14";"APAC";1213
"2013-11-15";"APAC";552
"2013-11-16";"APAC";724
"2013-11-17";"APAC";347
"2013-11-18";"APAC";524
"2013-11-19";"APAC";973
"2013-11-20";"APAC";828
"2013-11-21";"APAC";149
"2013-11-22";"APAC";219
"2013-11-23";"APAC";113
"2013-11-24";"APAC";136
"2013-11-25";"APAC";690
"2013-11-26";"APAC";1255
"2013-11-27";"APAC";222
"2013-11-28";"APAC";1130
"2013-11-29";"APAC";154
"2013-11-30";"APAC";1005
"2013-12-1";"APAC";5
"2013-12-2";"APAC";345
"2013-12-3";"APAC";397
"2013-12-4";"APAC";157
"2013-12-5";"APAC";470
"2013-12-6";"APAC";83
"2013-12-7";"APAC";175
"2013-12-8";"APAC";80
"2013-12-9";"APAC";447
"2013-12-10";"APAC";62
"2013-12-11";"APAC";1299
"2013-12-12";"APAC";350
"2013-12-13";"APAC";526
"2013-12-14";"APAC";303
"2013-12-15";"APAC";18
"2013-12-16";"APAC";3887
"2013-12-17";"APAC";99
"2013-12-18";"APAC";1040
"2013-12-19";"APAC";23
"2013-12-20";"APAC";1640
"2013-12-21";"APAC";66
"2013-12-22";"APAC";70
"2013-12-23";"APAC";408
"2013-12-24";"APAC";288
"2013-12-25";"APAC";280
"2013-12-26";"APAC";1434
"2013-12-27";"APAC";827
"2013-12-28";"APAC";3
"2013-12-29";"APAC";1
"2013-12-30";"APAC";660
"2013-12-31";"APAC";526
"2014-1-1";"APAC";159
"2014-1-2";"APAC";110
"2014-1-3";"APAC";2714
"2014-1-4";"APAC";264
"2014-1-5";"APAC";13
"2014-1-6";"APAC";467
"2014-1-7";"APAC";66
"2014-1-8";"APAC";37
"2014-1-9";"APAC";31
"2014-1-10";"APAC";77
"2014-1-11";"APAC";30
"2014-1-12";"APAC";13
"2014-1-13";"APAC";9
"2014-1-14";"APAC";131
"2014-1-15";"APAC";16
"2014-1-16";"APAC";220
"2014-1-17";"APAC";417
"2014-1-18";"APAC";2068
"2014-1-19";"APAC";56
"2014-1-20";"APAC";45
"2014-1-21";"APAC";280
"2014-1-22";"APAC";204
"2014-1-23";"APAC";242
"2014-1-24";"APAC";157
"2014-1-25";"APAC";1055
"2014-1-26";"APAC";9
"2014-1-27";"APAC";16
"2014-1-28";"APAC";524
"2014-1-29";"APAC";298
"2014-1-30";"APAC";1617
"2014-1-31";"APAC";937
"2014-2-1";"APAC";25
"2014-2-2";"APAC";83
"2014-2-3";"APAC";309
"2014-2-4";"APAC";271
"2014-2-5";"APAC";2392
"2014-2-6";"APAC";59
"2014-2-7";"APAC";55
"2014-2-8";"APAC";74
"2014-2-9";"APAC";22
"2014-2-10";"APAC";1376
"2014-2-11";"APAC";186
"2014-2-12";"APAC";327
"2014-2-13";"APAC";524
"2014-2-14";"APAC";1296
"2014-2-15";"APAC";375
"2014-2-16";"APAC";25
"2014-2-17";"APAC";643
"2014-2-18";"APAC";1171
"2014-2-19";"APAC";58
"2014-2-20";"APAC";562
"2014-2-21";"APAC";289
"2014-2-22";"APAC";48
"2014-2-23";"APAC";3
"2014-2-24";"APAC";67
"2014-2-25";"APAC";48
"2014-2-26";"APAC";188
"2014-2-27";"APAC";68
"2014-2-28";"APAC";400
"2014-3-1";"APAC";349
"2014-3-2";"APAC";20
"2014-3-3";"APAC";26
"2014-3-4";"APAC";513
"2014-3-5";"APAC";210
"2014-3-6";"APAC";34
"2014-3-7";"APAC";215
"2014-3-8";"APAC";42
"2014-3-9";"APAC";33
"2014-3-10";"APAC";1563
"2014-3-11";"APAC";709
"2014-3-12";"APAC";3
"2014-3-13";"APAC";822
"2014-3-14";"APAC";1465
"2014-3-15";"APAC";1878
"2014-3-16";"APAC";90
"2014-3-17";"APAC";1759
"2014-3-18";"APAC";669
"2014-3-19";"APAC";30
"2014-3-20";"APAC";1413
"2014-3-21";"APAC";135
"2014-3-22";"APAC";1043
"2014-3-23";"APAC";43
"2014-3-24";"APAC";418
"2014-3-25";"APAC";79
"2014-3-26";"APAC";466
"2014-3-27";"APAC";698
"2014-3-28";"APAC";115
"2014-3-29";"APAC";45
"2014-3-30";"APAC";97
"2014-3-31";"APAC";584
"2014-4-1";"APAC";981
"2014-4-2";"APAC";510
"2014-4-3";"APAC";665
"2014-4-4";"APAC";307
"2014-4-5";"APAC";81
"2014-4-6";"APAC";20
"2014-4-7";"APAC";3933
"2014-4-8";"APAC";671
"2014-4-9";"APAC";145
"2014-4-10";"APAC";11
"2014-4-11";"APAC";60
"2014-4-12";"APAC";95
"2014-4-13";"APAC";6
"2014-4-14";"APAC";5
"2014-4-15";"APAC";23
"2014-4-16";"APAC";1002
"2014-4-17";"APAC";881
"2014-4-18";"APAC";98
"2014-4-19";"APAC";65
"2014-4-20";"APAC";25
"2014-4-21";"APAC";748
"2014-4-22";"APAC";226
"2014-4-23";"APAC";384
"2014-4-24";"APAC";951
"2014-4-25";"APAC";55
"2014-4-26";"APAC";246
"2014-4-27";"APAC";89
"2014-4-28";"APAC";274
"2014-4-29";"APAC";266
"2014-4-30";"APAC";1084
"2014-5-1";"APAC";766
"2014-5-2";"APAC";272
"2014-5-3";"APAC";3
"2014-5-4";"APAC";51
"2014-5-5";"APAC";2293
"2014-5-6";"APAC";600
"2014-5-7";"APAC";93
"2014-5-8";"APAC";341
"2014-5-9";"APAC";132
"2014-5-10";"APAC";313
"2014-5-11";"APAC";343
"2014-5-12";"APAC";295
"2014-5-13";"APAC";562
"2014-5-14";"APAC";269
"2014-5-15";"APAC";686
"2014-5-16";"APAC";527
"2014-5-17";"APAC";4102
"2014-5-18";"APAC";15
"2014-5-19";"APAC";435
"2014-5-20";"APAC";324
"2014-5-21";"APAC";638
"2014-5-22";"APAC";655
"2014-5-23";"APAC";1676
"2014-5-24";"APAC";296
"2014-5-25";"APAC";808
"2014-5-26";"APAC";1026
"2014-5-27";"APAC";2035
"2014-5-28";"APAC";883
"2014-5-29";"APAC";2648
"2014-5-30";"APAC";98
"2014-5-31";"APAC";1141
"2014-6-1";"APAC";553
"2014-6-2";"APAC";10
"2014-6-3";"APAC";1673
"2014-6-4";"APAC";1111
"2014-6-5";"APAC";127
"2014-6-6";"APAC";128
"2014-6-7";"APAC";27
"2014-6-8";"APAC";1035
"2014-6-9";"APAC";411
"2014-6-10";"APAC";1655
"2014-6-11";"APAC";314
"2014-6-12";"APAC";257
"2014-6-13";"APAC";612
"2014-6-14";"APAC";248
"2014-6-15";"APAC";166
"2014-6-16";"APAC";640
"2014-6-17";"APAC";3133
"2014-6-18";"APAC";486
"2014-6-19";"APAC";718
"2014-6-20";"APAC";254
"2014-6-21";"APAC";33
"2014-6-22";"APAC";3
"2014-6-23";"APAC";1962
"2014-6-24";"APAC";2870
"2014-6-25";"APAC";101
"2014-6-26";"APAC";1056
"2014-6-27";"APAC";2651
"2014-6-28";"APAC";384
"2014-6-29";"APAC";15
"2014-6-30";"APAC";173
"2014-7-1";"APAC";185
"2014-7-2";"APAC";663
"2014-7-3";"APAC";20
"2014-7-4";"APAC";2232
"2014-7-5";"APAC";745
"2014-7-6";"APAC";43
"2014-7-7";"APAC";302
"2014-7-8";"APAC";1129
"2014-7-9";"APAC";2303
"2014-7-10";"APAC";674
"2014-7-11";"APAC";608
"2014-7-12";"APAC";1061
"2014-7-13";"APAC";4
"2014-7-14";"APAC";14
"2014-7-15";"APAC";580
"2014-7-16";"APAC";474
"2014-7-17";"APAC";1942
"2014-7-18";"APAC";14
"2014-7-19";"APAC";5
"2014-7-20";"APAC";184
"2014-7-21";"APAC";610
"2014-7-22";"APAC";1080
"2014-7-23";"APAC";492
"2014-7-24";"APAC";66
"2014-7-25";"APAC";28
"2014-7-26";"APAC";68
"2014-7-27";"APAC";45
"2014-7-28";"APAC";368
"2014-7-29";"APAC";423
"2014-7-30";"APAC";42
"2014-7-31";"APAC";460
"2014-8-1";"APAC";3764
"2014-8-2";"APAC";20
"2014-8-3";"APAC";80
"2014-8-4";"APAC";69
"2014-8-5";"APAC";1038
"2014-8-6";"APAC";241
"2014-8-7";"APAC";610
"2014-8-8";"APAC";662
"2014-8-9";"APAC";506
"2014-8-10";"APAC";34
"2014-8-11";"APAC";286
"2014-8-12";"APAC";458
"2014-8-13";"APAC";2181
"2014-8-14";"APAC";2108
"2014-8-15";"APAC";342
"2014-8-16";"APAC";956
"2014-8-17";"APAC";84
"2014-8-18";"APAC";281
"2014-8-19";"APAC";645
"2014-8-20";"APAC";332
"2014-8-21";"APAC";969
"2014-8-22";"APAC";1892
"2014-8-23";"APAC";890
"2014-8-24";"APAC";283
"2014-8-25";"APAC";278
"2014-8-26";"APAC";904
"2014-8-27";"APAC";902
"2014-8-28";"APAC";1431
"2014-8-29";"APAC";408
"2014-8-30";"APAC";374
"2014-8-31";"APAC";43
"2014-9-1";"APAC";8
"2014-9-2";"APAC";380
"2014-9-3";"APAC";1342
"2014-9-4";"APAC";2297
"2014-9-5";"APAC";220
"2014-9-6";"APAC";73
"2014-9-7";"APAC";69
"2014-9-8";"APAC";50
"2014-9-9";"APAC";892
"2014-9-10";"APAC";101
"2014-9-11";"APAC";850
"2014-9-12";"APAC";1439
"2014-9-13";"APAC";885
"2014-9-14";"APAC";341
"2014-9-15";"APAC";85
"2014-9-16";"APAC";509
"2014-9-17";"APAC";324
"2014-9-18";"APAC";232
"2014-9-19";"APAC";889
"2014-9-20";"APAC";271
"2014-9-21";"APAC";4
"2014-9-22";"APAC";696
"2014-9-23";"APAC";2319
"2014-9-24";"APAC";340
"2014-9-25";"APAC";1213
"2014-9-26";"APAC";4823
"2014-9-27";"APAC";27
"2014-9-28";"APAC";11
"2014-9-29";"APAC";1380
"2014-9-30";"APAC";225
"2014-10-1";"APAC";1254
"2014-10-2";"APAC";3208
"2014-10-3";"APAC";385
"2014-10-4";"APAC";3122
"2014-10-5";"APAC";164
"2014-10-6";"APAC";2711
"2014-10-7";"APAC";701
"2014-10-8";"APAC";20
"2014-10-9";"APAC";735
"2014-10-10";"APAC";2373
"2014-10-11";"APAC";859
"2014-10-12";"APAC";424
"2014-10-13";"APAC";2659
"2014-10-14";"APAC";854
"2014-10-15";"APAC";450
"2014-10-16";"APAC";349
"2014-10-17";"APAC";5276
"2014-10-18";"APAC";253
"2014-10-19";"APAC";5
"2014-10-20";"APAC";1870
"2014-10-21";"APAC";236
"2014-10-22";"APAC";848
"2014-10-23";"APAC";1850
"2014-10-24";"APAC";1295
"2014-10-25";"APAC";208
"2014-10-26";"APAC";1191
"2014-10-27";"APAC";124
"2014-10-28";"APAC";1228
"2014-10-29";"APAC";407
"2014-10-30";"APAC";362
"2014-10-31";"APAC";3794
"2014-11-1";"APAC";205
"2014-11-2";"APAC";115
"2014-11-3";"APAC";1987
"2014-11-4";"APAC";2416
"2014-11-5";"APAC";318
"2014-11-6";"APAC";1858
"2014-11-7";"APAC";814
"2014-11-8";"APAC";95
"2014-11-9";"APAC";103
"2014-11-10";"APAC";1508
"2014-11-11";"APAC";2367
"2014-11-12";"APAC";848
"2014-11-13";"APAC";2257
"2014-11-14";"APAC";636
"2014-11-15";"APAC";176
"2014-11-16";"APAC";1473
"2014-11-17";"APAC";601
"2014-11-18";"APAC";3762
"2014-11-19";"APAC";3183
"2014-11-20";"APAC";273
"2014-11-21";"APAC";2880
"2014-11-22";"APAC";2646
"2014-11-23";"APAC";16
"2014-11-24";"APAC";1500
"2014-11-25";"APAC";3448
"2014-11-26";"APAC";1325
"2014-11-27";"APAC";360
"2014-11-28";"APAC";186
"2014-11-29";"APAC";67
"2014-11-30";"APAC";176
"2014-12-1";"APAC";187
"2014-12-2";"APAC";353
"2014-12-3";"APAC";2992
"2014-12-4";"APAC";3793
"2014-12-5";"APAC";603
"2014-12-6";"APAC";218
"2014-12-7";"APAC";47
"2014-12-8";"APAC";2075
"2014-12-9";"APAC";2245
"2014-12-10";"APAC";238
"2014-12-11";"APAC";1575
"2014-12-12";"APAC";826
"2014-12-13";"APAC";2649
"2014-12-14";"APAC";28
"2014-12-15";"APAC";3182
"2014-12-16";"APAC";618
"2014-12-17";"APAC";91
"2014-12-18";"APAC";338
"2014-12-19";"APAC";1948
"2014-12-20";"APAC";455
"2014-12-21";"APAC";41
"2014-12-22";"APAC";295
"2014-12-23";"APAC";543
"2014-12-24";"APAC";724
"2014-12-25";"APAC";241
"2014-12-26";"APAC";361
"2014-12-27";"APAC";519
"2014-12-28";"APAC";55
"2014-12-29";"APAC";349
"2014-12-30";"APAC";689
"2014-12-31";"APAC";1348
"2011-1-1";"EMEA";12
"2011-1-2";"EMEA";41
"2011-1-3";"EMEA";134
"2011-1-4";"EMEA";69
"2011-1-5";"EMEA";35
"2011-1-6";"EMEA";43
"2011-1-7";"EMEA";47
"2011-1-8";"EMEA";7
"2011-1-9";"EMEA";19
"2011-1-10";"EMEA";236
"2011-1-11";"EMEA";177
"2011-1-12";"EMEA";23
"2011-1-13";"EMEA";69
"2011-1-14";"EMEA";268
"2011-1-15";"EMEA";34
"2011-1-16";"EMEA";125
"2011-1-17";"EMEA";6
"2011-1-18";"EMEA";3
"2011-1-19";"EMEA";53
"2011-1-20";"EMEA";40
"2011-1-21";"EMEA";481
"2011-1-22";"EMEA";105
"2011-1-23";"EMEA";31
"2011-1-24";"EMEA";163
"2011-1-25";"EMEA";71
"2011-1-26";"EMEA";2098
"2011-1-27";"EMEA";40
"2011-1-28";"EMEA";17
"2011-1-29";"EMEA";115
"2011-1-30";"EMEA";6
"2011-1-31";"EMEA";19
"2011-2-1";"EMEA";208
"2011-2-2";"EMEA";57
"2011-2-3";"EMEA";2
"2011-2-4";"EMEA";26
"2011-2-5";"EMEA";88
"2011-2-6";"EMEA";5
"2011-2-7";"EMEA";40
"2011-2-8";"EMEA";4
"2011-2-9";"EMEA";34
"2011-2-10";"EMEA";75
"2011-2-11";"EMEA";35
"2011-2-12";"EMEA";17
"2011-2-13";"EMEA";55
"2011-2-14";"EMEA";1097
"2011-2-15";"EMEA";64
"2011-2-16";"EMEA";35
"2011-2-17";"EMEA";17
"2011-2-18";"EMEA";53
"2011-2-19";"EMEA";31
"2011-2-20";"EMEA";40
"2011-2-21";"EMEA";83
"2011-2-22";"EMEA";99
"2011-2-23";"EMEA";7
"2011-2-24";"EMEA";560
"2011-2-25";"EMEA";75
"2011-2-26";"EMEA";9
"2011-2-27";"EMEA";84
"2011-2-28";"EMEA";4
"2011-3-1";"EMEA";2210
"2011-3-2";"EMEA";58
"2011-3-3";"EMEA";241
"2011-3-4";"EMEA";42
"2011-3-5";"EMEA";4
"2011-3-6";"EMEA";24
"2011-3-7";"EMEA";55
"2011-3-8";"EMEA";49
"2011-3-9";"EMEA";10
"2011-3-10";"EMEA";90
"2011-3-11";"EMEA";513
"2011-3-12";"EMEA";42
"2011-3-13";"EMEA";10
"2011-3-14";"EMEA";12
"2011-3-15";"EMEA";17
"2011-3-16";"EMEA";344
"2011-3-17";"EMEA";61
"2011-3-18";"EMEA";17
"2011-3-19";"EMEA";43
"2011-3-20";"EMEA";20
"2011-3-21";"EMEA";187
"2011-3-22";"EMEA";103
"2011-3-23";"EMEA";199
"2011-3-24";"EMEA";20
"2011-3-25";"EMEA";48
"2011-3-26";"EMEA";15
"2011-3-27";"EMEA";82
"2011-3-28";"EMEA";226
"2011-3-29";"EMEA";29
"2011-3-30";"EMEA";91
"2011-3-31";"EMEA";518
"2011-4-1";"EMEA";59
"2011-4-2";"EMEA";25
"2011-4-3";"EMEA";10
"2011-4-4";"EMEA";26
"2011-4-5";"EMEA";36
"2011-4-6";"EMEA";49
"2011-4-7";"EMEA";15
"2011-4-8";"EMEA";28
"2011-4-9";"EMEA";8
"2011-4-10";"EMEA";68
"2011-4-11";"EMEA";20
"2011-4-12";"EMEA";43
"2011-4-13";"EMEA";150
"2011-4-14";"EMEA";45
"2011-4-15";"EMEA";9
"2011-4-16";"EMEA";4
"2011-4-17";"EMEA";24
"2011-4-18";"EMEA";20
"2011-4-19";"EMEA";9
"2011-4-20";"EMEA";1
"2011-4-21";"EMEA";5
"2011-4-22";"EMEA";422
"2011-4-23";"EMEA";1
"2011-4-24";"EMEA";71
"2011-4-25";"EMEA";86
"2011-4-26";"EMEA";511
"2011-4-27";"EMEA";30
"2011-4-28";"EMEA";46
"2011-4-29";"EMEA";80
"2011-4-30";"EMEA";16
"2011-5-1";"EMEA";97
"2011-5-2";"EMEA";162
"2011-5-3";"EMEA";30
"2011-5-4";"EMEA";43
"2011-5-5";"EMEA";16
"2011-5-6";"EMEA";943
"2011-5-7";"EMEA";97
"2011-5-8";"EMEA";11
"2011-5-9";"EMEA";589
"2011-5-10";"EMEA";385
"2011-5-11";"EMEA";18
"2011-5-12";"EMEA";1153
"2011-5-13";"EMEA";34
"2011-5-14";"EMEA";214
"2011-5-15";"EMEA";93
"2011-5-16";"EMEA";6
"2011-5-17";"EMEA";15
"2011-5-18";"EMEA";228
"2011-5-19";"EMEA";13
"2011-5-20";"EMEA";7
"2011-5-21";"EMEA";61
"2011-5-22";"EMEA";70
"2011-5-23";"EMEA";65
"2011-5-24";"EMEA";22
"2011-5-25";"EMEA";51
"2011-5-26";"EMEA";32
"2011-5-27";"EMEA";49
"2011-5-28";"EMEA";86
"2011-5-29";"EMEA";110
"2011-5-30";"EMEA";56
"2011-5-31";"EMEA";725
"2011-6-1";"EMEA";263
"2011-6-2";"EMEA";502
"2011-6-3";"EMEA";775
"2011-6-4";"EMEA";37
"2011-6-5";"EMEA";60
"2011-6-6";"EMEA";95
"2011-6-7";"EMEA";4825
"2011-6-8";"EMEA";25
"2011-6-9";"EMEA";228
"2011-6-10";"EMEA";26
"2011-6-11";"EMEA";22
"2011-6-12";"EMEA";43
"2011-6-13";"EMEA";13
"2011-6-14";"EMEA";17
"2011-6-15";"EMEA";19
"2011-6-16";"EMEA";6
"2011-6-17";"EMEA";83
"2011-6-18";"EMEA";333
"2011-6-19";"EMEA";19
"2011-6-20";"EMEA";125
"2011-6-21";"EMEA";233
"2011-6-22";"EMEA";51
"2011-6-23";"EMEA";667
"2011-6-24";"EMEA";295
"2011-6-25";"EMEA";146
"2011-6-26";"EMEA";12
"2011-6-27";"EMEA";187
"2011-6-28";"EMEA";39
"2011-6-29";"EMEA";4128
"2011-6-30";"EMEA";60
"2011-7-1";"EMEA";10
"2011-7-2";"EMEA";8
"2011-7-3";"EMEA";13
"2011-7-4";"EMEA";41
"2011-7-5";"EMEA";52
"2011-7-6";"EMEA";0
"2011-7-7";"EMEA";46
"2011-7-8";"EMEA";120
"2011-7-9";"EMEA";48
"2011-7-10";"EMEA";29
"2011-7-11";"EMEA";32
"2011-7-12";"EMEA";2
"2011-7-13";"EMEA";4
"2011-7-14";"EMEA";26
"2011-7-15";"EMEA";367
"2011-7-16";"EMEA";229
"2011-7-17";"EMEA";92
"2011-7-18";"EMEA";2
"2011-7-19";"EMEA";41
"2011-7-20";"EMEA";1864
"2011-7-21";"EMEA";31
"2011-7-22";"EMEA";82
"2011-7-23";"EMEA";44
"2011-7-24";"EMEA";29
"2011-7-25";"EMEA";802
"2011-7-26";"EMEA";32
"2011-7-27";"EMEA";40
"2011-7-28";"EMEA";104
"2011-7-29";"EMEA";73
"2011-7-30";"EMEA";19
"2011-7-31";"EMEA";40
"2011-8-1";"EMEA";737
"2011-8-2";"EMEA";12
"2011-8-3";"EMEA";674
"2011-8-4";"EMEA";1649
"2011-8-5";"EMEA";19
"2011-8-6";"EMEA";41
"2011-8-7";"EMEA";22
"2011-8-8";"EMEA";124
"2011-8-9";"EMEA";125
"2011-8-10";"EMEA";113
"2011-8-11";"EMEA";179
"2011-8-12";"EMEA";8
"2011-8-13";"EMEA";20
"2011-8-14";"EMEA";5
"2011-8-15";"EMEA";45
"2011-8-16";"EMEA";18
"2011-8-17";"EMEA";584
"2011-8-18";"EMEA";5
"2011-8-19";"EMEA";48
"2011-8-20";"EMEA";36
"2011-8-21";"EMEA";27
"2011-8-22";"EMEA";15
"2011-8-23";"EMEA";468
"2011-8-24";"EMEA";64
"2011-8-25";"EMEA";243
"2011-8-26";"EMEA";3
"2011-8-27";"EMEA";30
"2011-8-28";"EMEA";20
"2011-8-29";"EMEA";16
"2011-8-30";"EMEA";1699
"2011-8-31";"EMEA";204
"2011-9-1";"EMEA";35
"2011-9-2";"EMEA";434
"2011-9-3";"EMEA";16
"2011-9-4";"EMEA";17
"2011-9-5";"EMEA";42
"2011-9-6";"EMEA";1067
"2011-9-7";"EMEA";318
"2011-9-8";"EMEA";929
"2011-9-9";"EMEA";20
"2011-9-10";"EMEA";100
"2011-9-11";"EMEA";261
"2011-9-12";"EMEA";13
"2011-9-13";"EMEA";459
"2011-9-14";"EMEA";456
"2011-9-15";"EMEA";19
"2011-9-16";"EMEA";180
"2011-9-17";"EMEA";19
"2011-9-18";"EMEA";7
"2011-9-19";"EMEA";179
"2011-9-20";"EMEA";397
"2011-9-21";"EMEA";9
"2011-9-22";"EMEA";101
"2011-9-23";"EMEA";27
"2011-9-24";"EMEA";17
"2011-9-25";"EMEA";14
"2011-9-26";"EMEA";65
"2011-9-27";"EMEA";420
"2011-9-28";"EMEA";190
"2011-9-29";"EMEA";71
"2011-9-30";"EMEA";19
"2011-10-1";"EMEA";19
"2011-10-2";"EMEA";20
"2011-10-3";"EMEA";579
"2011-10-4";"EMEA";155
"2011-10-5";"EMEA";120
"2011-10-6";"EMEA";63
"2011-10-7";"EMEA";402
"2011-10-8";"EMEA";40
"2011-10-9";"EMEA";27
"2011-10-10";"EMEA";11
"2011-10-11";"EMEA";32
"2011-10-12";"EMEA";598
"2011-10-13";"EMEA";15
"2011-10-14";"EMEA";638
"2011-10-15";"EMEA";39
"2011-10-16";"EMEA";16
"2011-10-17";"EMEA";99
"2011-10-18";"EMEA";16
"2011-10-19";"EMEA";107
"2011-10-20";"EMEA";110
"2011-10-21";"EMEA";36
"2011-10-22";"EMEA";372
"2011-10-23";"EMEA";25
"2011-10-24";"EMEA";11
"2011-10-25";"EMEA";42
"2011-10-26";"EMEA";16
"2011-10-27";"EMEA";93
"2011-10-28";"EMEA";58
"2011-10-29";"EMEA";90
"2011-10-30";"EMEA";14
"2011-10-31";"EMEA";261
"2011-11-1";"EMEA";387
"2011-11-2";"EMEA";11
"2011-11-3";"EMEA";134
"2011-11-4";"EMEA";127
"2011-11-5";"EMEA";551
"2011-11-6";"EMEA";16
"2011-11-7";"EMEA";525
"2011-11-8";"EMEA";117
"2011-11-9";"EMEA";247
"2011-11-10";"EMEA";15
"2011-11-11";"EMEA";8
"2011-11-12";"EMEA";19
"2011-11-13";"EMEA";9
"2011-11-14";"EMEA";289
"2011-11-15";"EMEA";4
"2011-11-16";"EMEA";11
"2011-11-17";"EMEA";8
"2011-11-18";"EMEA";835
"2011-11-19";"EMEA";8
"2011-11-20";"EMEA";84
"2011-11-21";"EMEA";401
"2011-11-22";"EMEA";79
"2011-11-23";"EMEA";153
"2011-11-24";"EMEA";15
"2011-11-25";"EMEA";43
"2011-11-26";"EMEA";16
"2011-11-27";"EMEA";65
"2011-11-28";"EMEA";115
"2011-11-29";"EMEA";197
"2011-11-30";"EMEA";239
"2011-12-1";"EMEA";2
"2011-12-2";"EMEA";51
"2011-12-3";"EMEA";47
"2011-12-4";"EMEA";11
"2011-12-5";"EMEA";60
"2011-12-6";"EMEA";20
"2011-12-7";"EMEA";84
"2011-12-8";"EMEA";622
"2011-12-9";"EMEA";353
"2011-12-10";"EMEA";170
"2011-12-11";"EMEA";39
"2011-12-12";"EMEA";256
"2011-12-13";"EMEA";96
"2011-12-14";"EMEA";33
"2011-12-15";"EMEA";141
"2011-12-16";"EMEA";56
"2011-12-17";"EMEA";140
"2011-12-18";"EMEA";23
"2011-12-19";"EMEA";610
"2011-12-20";"EMEA";3
"2011-12-21";"EMEA";59
"2011-12-22";"EMEA";46
"2011-12-23";"EMEA";30
"2011-12-24";"EMEA";24
"2011-12-25";"EMEA";82
"2011-12-26";"EMEA";46
"2011-12-27";"EMEA";782
"2011-12-28";"EMEA";0
"2011-12-29";"EMEA";5
"2011-12-30";"EMEA";170
"2011-12-31";"EMEA";17
"2012-1-1";"EMEA";108
"2012-1-2";"EMEA";118
"2012-1-3";"EMEA";132
"2012-1-4";"EMEA";45
"2012-1-5";"EMEA";60
"2012-1-6";"EMEA";6
"2012-1-7";"EMEA";32
"2012-1-8";"EMEA";28
"2012-1-9";"EMEA";512
"2012-1-10";"EMEA";170
"2012-1-11";"EMEA";140
"2012-1-12";"EMEA";51
"2012-1-13";"EMEA";47
"2012-1-14";"EMEA";7
"2012-1-15";"EMEA";29
"2012-1-16";"EMEA";249
"2012-1-17";"EMEA";268
"2012-1-18";"EMEA";150
"2012-1-19";"EMEA";1
"2012-1-20";"EMEA";142
"2012-1-21";"EMEA";16
"2012-1-22";"EMEA";973
"2012-1-23";"EMEA";952
"2012-1-24";"EMEA";38
"2012-1-25";"EMEA";634
"2012-1-26";"EMEA";12
"2012-1-27";"EMEA";20
"2012-1-28";"EMEA";11
"2012-1-29";"EMEA";263
"2012-1-30";"EMEA";43
"2012-1-31";"EMEA";8
"2012-2-1";"EMEA";1
"2012-2-2";"EMEA";7
"2012-2-3";"EMEA";2
"2012-2-4";"EMEA";4
"2012-2-5";"EMEA";23
"2012-2-6";"EMEA";102
"2012-2-7";"EMEA";70
"2012-2-8";"EMEA";48
"2012-2-9";"EMEA";29
"2012-2-10";"EMEA";192
"2012-2-11";"EMEA";29
"2012-2-12";"EMEA";168
"2012-2-13";"EMEA";933
"2012-2-14";"EMEA";9
"2012-2-15";"EMEA";1271
"2012-2-16";"EMEA";38
"2012-2-17";"EMEA";24
"2012-2-18";"EMEA";17
"2012-2-19";"EMEA";42
"2012-2-20";"EMEA";533
"2012-2-21";"EMEA";896
"2012-2-22";"EMEA";1540
"2012-2-23";"EMEA";29
"2012-2-24";"EMEA";5
"2012-2-25";"EMEA";8
"2012-2-26";"EMEA";14
"2012-2-27";"EMEA";3
"2012-2-28";"EMEA";47
"2012-2-29";"EMEA";33
"2012-3-1";"EMEA";115
"2012-3-2";"EMEA";315
"2012-3-3";"EMEA";32
"2012-3-4";"EMEA";14
"2012-3-5";"EMEA";13
"2012-3-6";"EMEA";40
"2012-3-7";"EMEA";45
"2012-3-8";"EMEA";281
"2012-3-9";"EMEA";90
"2012-3-10";"EMEA";1544
"2012-3-11";"EMEA";41
"2012-3-12";"EMEA";44
"2012-3-13";"EMEA";77
"2012-3-14";"EMEA";1
"2012-3-15";"EMEA";27
"2012-3-16";"EMEA";55
"2012-3-17";"EMEA";16
"2012-3-18";"EMEA";22
"2012-3-19";"EMEA";41
"2012-3-20";"EMEA";1280
"2012-3-21";"EMEA";40
"2012-3-22";"EMEA";5
"2012-3-23";"EMEA";140
"2012-3-24";"EMEA";15
"2012-3-25";"EMEA";28
"2012-3-26";"EMEA";18
"2012-3-27";"EMEA";129
"2012-3-28";"EMEA";156
"2012-3-29";"EMEA";238
"2012-3-30";"EMEA";63
"2012-3-31";"EMEA";310
"2012-4-1";"EMEA";10
"2012-4-2";"EMEA";122
"2012-4-3";"EMEA";900
"2012-4-4";"EMEA";14
